,Item,Facet_1,Facet_2,Prompt_1,Prompt_2,HEXACO_1,HEXACO_2,Idx_1,Idx_2,is_rev_1,is_rev_2,X1,Factor,Pos.Cosine,Neg.Cosine,STS.Cosine,Distinct.Cosine,Prompt,Internal.Consistency,Cos.Diff,ABS.Cosine.Diff,K_Means,H_Cluster,Internal.STS,Internal.Distinct,Cluster.STS,SYNTAX/SEMANTICS,ENTAILMENT,CONTEXT
1342,I always try to help people.,Flexibility,Gentleness,I find it hard to compromise with people when I really think I’m right.,"Even when people make a lot of mistakes, I rarely say anything negative.",I find it hard to compromise with people when I really think I’m right.,"Even when people make a lot of mistakes, I rarely say anything negative.",87,81,TRUE,TRUE,4311,Agreeableness,0.275978357,0.104731224,0.155898169,0.02100426,"I find it hard to compromise with people when I really think I’m right. Even when people make a lot of mistakes, I rarely say anything negative. I",0.304800004,0.171247132,0.171247132,1,126,0.23740086,0.027278036,0.625211775,NA,NA,NA
1343,I try to do what I can to help people who are in trouble.,Gentleness,Patience,"Even when people make a lot of mistakes, I rarely say anything negative.","I rarely feel anger, even when people treat me quite badly.","Even when people make a lot of mistakes, I rarely say anything negative.","I rarely feel anger, even when people treat me quite badly.",81,45,TRUE,TRUE,4764,Agreeableness,0.276130199,0.1635997,0.224670306,0.063391775,"Even when people make a lot of mistakes, I rarely say anything negative. I rarely feel anger, even when people treat me quite badly. I",0.252099991,0.1125305,0.1125305,2,126,0.275767952,-0.001076341,0.706879497,NA,NA,NA
1344,I try to help people out.,Gentleness,Patience,"Even when people make a lot of mistakes, I rarely say anything negative.","I rarely feel anger, even when people treat me quite badly.","Even when people make a lot of mistakes, I rarely say anything negative.","I rarely feel anger, even when people treat me quite badly.",81,45,TRUE,TRUE,4766,Agreeableness,0.316450179,0.127954632,0.198215142,0.001061529,"Even when people make a lot of mistakes, I rarely say anything negative. I rarely feel anger, even when people treat me quite badly. I",0.218199998,0.188495547,0.188495547,0,126,0.274804443,0.012026459,0.626435518,NA,NA,NA
1345,I'm always ready to help someone.,Sociability,Liveliness,"I avoid making ""small talk"" with people.","On most days, I feel cheerful and optimistic.","I avoid making ""small talk"" with people.","On most days, I feel cheerful and optimistic.",16,46,TRUE,FALSE,3348,Extraversion,0.344145536,0.190458313,0.272149831,-0.017802894,"I avoid making ""small talk"" with people. On most days, I feel cheerful and optimistic. I",0.264800012,0.153687224,0.153687224,1,339,0.215649962,0.019829705,0.556759715,NA,NA,NA
1346,I'm willing to do whatever is necessary to help others.,Dependence,Fearfulness,"Whenever I feel worried about something, I want to share my concern with another person.",I don’t mind doing jobs that involve dangerous work.,"Whenever I feel worried about something, I want to share my concern with another person.",I don’t mind doing jobs that involve dangerous work.,65,29,FALSE,FALSE,2547,Emotionality,0.269111753,0.219764382,0.251294702,0.035604179,"Whenever I feel worried about something, I want to share my concern with another person. I don’t mind doing jobs that involve dangerous work. I",0.262100011,0.049347371,0.049347371,1,339,0.25797677,0.033272222,0.614673734,NA,NA,NA
1347,I know that someone is there to help me.,Anxiety,Dependence,I sometimes can't help worrying about little things.,"When I suffer from a painful experience, I need someone to make me feel comfortable.",I sometimes can't help worrying about little things.,"When I suffer from a painful experience, I need someone to make me feel comfortable.",11,17,FALSE,FALSE,1565,Emotionality,0.267954409,0.168432847,0.23492448,0.001616567,"I sometimes can't help worrying about little things. When I suffer from a painful experience, I need someone to make me feel comfortable. I",0.182899997,0.099521562,0.099521562,1,152,0.240635246,0.037284568,0.485500485,NA,NA,NA
1348,I think the same as the rest of the population.,Modesty,Modesty,I think that I am entitled to more respect than the average person is.,I am an ordinary person who is no better than others.,I think that I am entitled to more respect than the average person is.,I am an ordinary person who is no better than others.,72,24,FALSE,FALSE,1110,Honesty_Humility,0.143226385,0.150699854,0.15069966,-0.035080865,I think that I am entitled to more respect than the average person is. I am an ordinary person who is no better than others. I,0.175999999,-0.007473469,0.007473469,1,42,0.188198552,0.005570471,0.697397172,NA,NA,NA
1349,I'd rather have the same respect as everyone else.,Modesty,Sincerity,I wouldn’t want people to treat me as though I were superior to them.,"I wouldn't use flattery to get a raise or promotion at work, even if I thought it would succeed.",I wouldn’t want people to treat me as though I were superior to them.,"I wouldn't use flattery to get a raise or promotion at work, even if I thought it would succeed.",48,30,FALSE,TRUE,196,Honesty_Humility,0.314097941,0.281195968,0.308475524,0.097376704,"I wouldn’t want people to treat me as though I were superior to them. I wouldn't use flattery to get a raise or promotion at work, even if I thought it would succeed. I",0.301800013,0.032901973,0.032901973,1,66,0.30760473,0.070573032,0.517309129,NA,NA,NA
1350,I'm just like the rest of the people in the world.,Modesty,Modesty,I think that I am entitled to more respect than the average person is.,I am an ordinary person who is no better than others.,I think that I am entitled to more respect than the average person is.,I am an ordinary person who is no better than others.,72,24,FALSE,FALSE,1138,Honesty_Humility,0.055623785,0.083389305,0.083389364,-0.040166602,I think that I am entitled to more respect than the average person is. I am an ordinary person who is no better than others. I,0.242300004,-0.02776552,0.02776552,1,203,0.181599915,0.012617439,0.305273533,NA,NA,NA
1351,I have the same desires as others have.,Greed_Avoidance,Modesty,I would get a lot of pleasure from owning expensive luxury goods.,I am an ordinary person who is no better than others.,I would get a lot of pleasure from owning expensive luxury goods.,I am an ordinary person who is no better than others.,90,24,FALSE,FALSE,3,Honesty_Humility,0.161383957,0.26738143,0.267094702,0.008754969,I would get a lot of pleasure from owning expensive luxury goods. I am an ordinary person who is no better than others. I,0.269300014,-0.105997473,0.105997473,1,302,0.23948887,0.024159372,0.686263502,NA,NA,NA
1352,I want to be like everyone else.,Greed_Avoidance,Modesty,I would get a lot of pleasure from owning expensive luxury goods.,I am an ordinary person who is no better than others.,I would get a lot of pleasure from owning expensive luxury goods.,I am an ordinary person who is no better than others.,90,24,FALSE,FALSE,29,Honesty_Humility,0.099473417,0.245778829,0.239178345,0.073383287,I would get a lot of pleasure from owning expensive luxury goods. I am an ordinary person who is no better than others. I,0.281399995,-0.146305412,0.146305412,1,302,0.25972864,0.0991216,0.680829942,NA,NA,NA
1353,I have the same needs as everyone else.,Greed_Avoidance,Modesty,I would get a lot of pleasure from owning expensive luxury goods.,I am an ordinary person who is no better than others.,I would get a lot of pleasure from owning expensive luxury goods.,I am an ordinary person who is no better than others.,90,24,FALSE,FALSE,33,Honesty_Humility,0.120460644,0.100556731,0.120460883,-0.03296636,I would get a lot of pleasure from owning expensive luxury goods. I am an ordinary person who is no better than others. I,0.225999996,0.019903913,0.019903913,1,302,0.195835859,0.007330358,0.641572475,NA,NA,NA
1354,I would like to be the same as other people.,Greed_Avoidance,Modesty,I would get a lot of pleasure from owning expensive luxury goods.,I am an ordinary person who is no better than others.,I would get a lot of pleasure from owning expensive luxury goods.,I am an ordinary person who is no better than others.,90,24,FALSE,FALSE,34,Honesty_Humility,0.154518977,0.256419033,0.241193056,0.116322517,I would get a lot of pleasure from owning expensive luxury goods. I am an ordinary person who is no better than others. I,0.348699987,-0.101900056,0.101900056,0,302,0.248116761,0.101700813,0.650787354,NA,NA,NA
1355,I want to live in the same way as others.,Greed_Avoidance,Modesty,I would like to be seen driving around in a very expensive car.,I am an ordinary person who is no better than others.,I would like to be seen driving around in a very expensive car.,I am an ordinary person who is no better than others.,66,24,FALSE,FALSE,279,Honesty_Humility,0.151024699,0.25977245,0.259196311,0.016392976,I would like to be seen driving around in a very expensive car. I am an ordinary person who is no better than others. I,0.275099993,-0.108747751,0.108747751,1,302,0.281133115,0.052404344,0.682548165,NA,NA,NA
1356,I would be the same as anyone else.,Modesty,Fairness,I am an ordinary person who is no better than others.,"I’d be tempted to use counterfeit money, if I were sure I could get away with it.",I am an ordinary person who is no better than others.,"I’d be tempted to use counterfeit money, if I were sure I could get away with it.",24,84,FALSE,TRUE,865,Honesty_Humility,0.125128195,0.115087166,0.125128359,0.067562848,"I am an ordinary person who is no better than others. I’d be tempted to use counterfeit money, if I were sure I could get away with it. I",0.28549999,0.010041028,0.010041028,1,302,0.189431682,0.076256737,0.680493653,NA,NA,NA
1357,I get very involved in the conversation.,Social_Self_Esteem,Social_Boldness,I think that most people like some aspects of my personality.,"In social situations, I'm usually the one who makes the first move.",I think that most people like some aspects of my personality.,"In social situations, I'm usually the one who makes the first move.",28,34,FALSE,TRUE,3623,Extraversion,0.303085625,0.212529659,0.21252957,0.102779225,"I think that most people like some aspects of my personality. In social situations, I'm usually the one who makes the first move. I",0.309799999,0.090555966,0.090555966,1,35,0.22823815,0.099180028,0.312795341,NA,NA,NA
1358,I don't enjoy being a part of a conversation.,Inquisitiveness,Aesthetic_Appreciation,I’ve never really enjoyed looking through an encyclopedia.,I would be quite bored by a visit to an art gallery.,I’ve never really enjoyed looking through an encyclopedia.,I would be quite bored by a visit to an art gallery.,79,1,FALSE,TRUE,7084,Openness to Experience,0.239542663,0.518785954,0.311006546,0.038749665,I’ve never really enjoyed looking through an encyclopedia. I would be quite bored by a visit to an art gallery. I,0.341100007,-0.27924329,0.27924329,2,48,0.271428764,0.083531439,0.433866858,NA,NA,NA
1359,I like to hear what people have to say.,Sociability,Sociability,"I avoid making ""small talk"" with people.",I enjoy having lots of people around to talk with.,"I avoid making ""small talk"" with people.",I enjoy having lots of people around to talk with.,16,40,TRUE,TRUE,2957,Extraversion,0.35893929,0.270944178,0.324025542,0.070074916,"I avoid making ""small talk"" with people. I enjoy having lots of people around to talk with. I",0.298799992,0.087995112,0.087995112,0,110,0.299543381,0.068776324,0.417867005,NA,NA,NA
